正體字形,簡化字形,音序,臺／陸特有詞,臺／陸特有音,臺灣音讀,臺灣漢拼,大陸音讀,大陸漢拼
遊戲腦,游戏脑,,★,,,,ㄧㄡˊ ㄒㄧˋ ㄋㄠˇ,yóuxìnǎo
遊戲人間,游戏人间,,,,,,ㄧㄡˊ ㄒㄧˋ ㄖㄣˊ ㄐㄧㄢ,yóuxì rénjiān
游戏人生,游戏人生,,,,,,ㄧㄡˊ ㄒㄧˋ ㄖㄣˊ ㄕㄥ,yóuxì-rénshēnɡ
遊戲修改器,游戏修改器,,,,,,ㄧㄡˊ ㄒㄧˋ ㄒㄧㄡ ㄍㄞˇ ㄑㄧˋ,yóuxìxiūɡǎiqì
游俠,游侠,,,,,,ㄧㄡˊ ㄒㄧㄚˊ,yóuxiá
游星,游星,,,,,,丨ㄡˊ　ㄒ丨ㄥ　,yóuxīnɡ
遊行,游行,,,,,,ㄧㄡˊ ㄒㄧㄥˊ,yóuxínɡ
遊興,游兴,,,,,,ㄧㄡˊ ㄒㄧㄥˋ,yóuxìnɡ
遊學,游学,,,,,,ㄧㄡˊ ㄒㄩㄝˊ,yóuxué
,游移,,,,,,ㄧㄡˊ ㄧˊ,yóuyí
游弋,游弋,,,,,,ㄧㄡˊ ㄧˋ,yóuyì
遊藝,游艺,,,,,,ㄧㄡˊ ㄧˋ,yóuyì
遊藝會,游艺会,,,,,,ㄧㄡˊ ㄧˋ ㄏㄨㄟˋ,yóuyìhuì
,游泳,,,,,,ㄧㄡˊ ㄩㄥˇ,yóuyǒnɡ
游泳池,游泳池,,,,,,ㄧㄡˊ ㄩㄥˇ ㄔˊ,yóuyǒnɡchí
游泳褲,游泳裤,,,,,,丨ㄡˊ　ㄩㄥˇ　ㄎㄨˋ,yóuyǒnɡkù
游泳衣,游泳衣,,,,,,ㄧㄡˊ ㄩㄥˇ ㄧ,yóuyǒnɡyī
游鱼,游鱼,,,,,,ㄧㄡˊ ㄩˊ,yóuyú
遊園,游园,,,,,,ㄧㄡˊ ㄩㄢˊ,yóuyuán
遊園會,游园会,,★,,,,ㄧㄡˊ ㄩㄢˊ ㄏㄨㄟˋ,yóuyuánhuì
游資,游资,,,,,,ㄧㄡˊ ㄗ,yóuzī
遊子,游子,,,,,,ㄧㄡˊ ㄗˇ,yóuzǐ
遊蹤,游踪,,,,,,ㄧㄡˊ ㄗㄨㄥ,yóuzōnɡ
遊走,游走,,,,,,ㄧㄡˊ ㄗㄡˇ,yóuzǒu
,楢,,,,,,丨ㄡˊ,yóu
,猷,,,,,,ㄧㄡˊ,yóu
,蝣,,,,,,ㄧㄡˊ,yóu
,蝤,,,,ㄐ丨ㄡ,jiū,ㄧㄡˊ,yóu
,蝤蛑,,,,ㄐ丨ㄡ　ㄇㄡˊ,jiūmóu,ㄧㄡˊ ㄇㄡˊ,yóumóu
繇,繇,,,,,,ㄧㄡˊ,yóu
,友,,,,,,ㄧㄡˇ,yǒu
友愛,友爱,,,,,,丨ㄡˇ　ㄞˋ,yǒu’ài
,友邦,,,,,,ㄧㄡˇ ㄅㄤ,yǒubānɡ
友黨,友党,,,,,,丨ㄡˇ　ㄉㄤˇ,yǒudǎnɡ
,友弟,,,,,,丨ㄡˇ　ㄉ丨ˋ,yǒudì
,友好,,,,,,丨ㄡˇ　ㄏㄠˇ,yǒuhǎo
友好城市,友好城市,,★,,,,丨ㄡˇ　ㄏㄠˇ　ㄔㄥˊ　ㄕˋ,yǒuhǎochénɡshì
友軍,友军,,,,,,ㄧㄡˇ ㄐㄩㄣ,yǒujūn
,友朋,,,,,,丨ㄡˇ　ㄆㄥˊ,yǒupénɡ
友情,友情,,,,,,ㄧㄡˇ ㄑㄧㄥˊ,yǒuqínɡ
,友人,,,,,,ㄧㄡˇ ㄖㄣˊ,yǒurén
友善,友善,,,,,,丨ㄡˇ　ㄕㄢˋ,yǒushàn
友誼,友谊,,,,,,ㄧㄡˇ ㄧˋ,yǒuyì
友誼賽,友谊赛,,,,丨ㄡˇ　丨ˊ　ㄙㄞˋ,yǒuyísài,丨ㄡˇ　丨ˋ　ㄙㄞˋ,yǒuyìsài
,友于,,,,,,丨ㄡˇ　ㄩˊ,yǒuyú
有,有,,,,,,ㄧㄡˇ,yǒu
有礙觀瞻,有碍观瞻,,,,,,ㄧㄡˇ ㄞˋ ㄍㄨㄢ ㄓㄢ,yǒu’ài–ɡuānzhān
有案可查,有案可查,,,,,,ㄧㄡˇ ㄢˋ ㄎㄜˇ ㄔㄚˊ,yǒu’àn–kěchá
有板有眼,有板有眼,,,,,,ㄧㄡˇ ㄅㄢˇ ㄧㄡˇ ㄧㄢˇ,yǒubǎn–yǒuyǎn
有備而來,有备而来,,,,,,丨ㄡˇ　ㄅㄟˋ　ㄦˊ　ㄌㄞˊ,yǒubèi'érlái
有備無患,有备无患,,,,,,ㄧㄡˇ ㄅㄟˋ ㄨˊ ㄏㄨㄢˋ,yǒubèi–wúhuàn
有庳,有庳,,,,,,丨ㄡˇ　ㄅ丨ˋ,yǒubì
有償,有偿,,,,,,丨ㄡˇ　ㄔㄤˊ,yǒuchánɡ
有成,有成,,,,,,丨ㄡˇ　ㄔㄥˊ,yǒuchénɡ
有出入,有出入,,,,,,丨ㄡˇ　ㄔㄨ　ㄖㄨˋ,yǒuchūrù
有待,有待,,,,,,丨ㄡˇ　ㄉㄞˋ,yǒudài
有道,有道,,,,,,ㄧㄡˇ ㄉㄠˋ,yǒudào
有的,有的,,,,,,丨ㄡˇ　˙ㄉㄜ,yǒude
有的沒有的,有的没有的,,▲,,,,ㄧㄡˇ ˙ㄉㄜ ㄇㄟˊ ㄧㄡˇ ˙ㄉㄜ,yǒu de méi yǒu de
有的是,有的是,,,,,,丨ㄡˇ　˙ㄉㄜ　ㄕˋ,yǒudeshì
有底,有底,,,,,,ㄧㄡˇ ㄉㄧˇ,yǒudǐ
有的放矢,有的放矢,,,,,,丨ㄡˇ　ㄉ丨ˋ　ㄈㄤˋ　ㄕˇ,yǒudì-fànɡshǐ
有點兒,有点儿,,,,丨ㄡˇ　ㄉ丨ㄚˇㄦ,yǒudiǎr,丨ㄡˇ　ㄉ丨ㄢˇ　ㄦ,yǒudiǎnr
有感而發,有感而发,,,,,,ㄧㄡˇ ㄍㄢˇ ㄦˊ ㄈㄚ,yǒuɡǎn’érfā
有功,有功,,,,,,丨ㄡˇ　ㄍㄨㄥ,yǒuɡōnɡ
有夠,有够,,▲,,,,ㄧㄡˇ ㄍㄡˋ,yǒuɡòu
有關,有关,,,,,,ㄧㄡˇ ㄍㄨㄢ,yǒuɡuān
有軌電車,有轨电车,,,,,,丨ㄡˇ　ㄍㄨㄟˇ　ㄉ丨ㄢˋ　ㄔㄜ,yǒuɡuǐdiànchē
有害,有害,,,,,,丨ㄡˇ　ㄏㄞˋ,yǒuhài
有行無市,有行无市,,,,,,ㄧㄡˇ ㄏㄤˊ ㄨˊ ㄕˋ,yǒuhánɡ–wúshì
有恆,有恒,,,,,,ㄧㄡˇ ㄏㄥˊ,yǒuhénɡ
有機,有机,,,,,,ㄧㄡˇ ㄐㄧ,yǒujī
有機玻璃,有机玻璃,,★,,,,ㄧㄡˇ ㄐㄧ ㄅㄛ ㄌㄧˊ,yǒujī bōlí
有機肥料,有机肥料,,,,,,丨ㄡˇ　ㄐ丨　ㄈㄟˊ　ㄌ丨ㄠˋ,yǒujīféiliào
有機雞,有机鸡,,,,,,丨ㄡˇ　ㄐ丨　ㄐ丨,yǒujījī
有機可乘,有机可乘,,,,,,ㄧㄡˇ ㄐㄧ ㄎㄜˇ ㄔㄥˊ,yǒujī–kěchénɡ
有機食品,有机食品,,,,,,ㄧㄡˇ ㄐㄧ ㄕˊ ㄆㄧㄣˇ,yǒujī shípǐn
有機蔬菜,有机蔬菜,,,,,,丨ㄡˇ　ㄐ丨　ㄕㄨ　ㄘㄞˋ,yǒujī shūcài
有機體,有机体,,,,,,ㄧㄡˇ ㄐㄧ ㄊㄧˇ,yǒujītǐ
有機物,有机物,,,,,,ㄧㄡˇ ㄐㄧ ㄨˋ,yǒujīwù
有機質,有机质,,,,丨ㄡˇ　ㄐ丨　ㄓˊ,yǒujīzhí,丨ㄡˇ　ㄐ丨　ㄓˋ,yǒujīzhì
有價,有价,,,,,,ㄧㄡˇ ㄐㄧㄚˋ,yǒujià
有價證券,有价证券,,,,,,ㄧㄡˇ ㄐㄧㄚˋ ㄓㄥˋ ㄑㄩㄢˋ,yǒujià zhènɡquàn
有鑒於此  有鑑於此,有鉴于此,,,,,,丨ㄡˇ　ㄐ丨ㄢˋ　ㄩˊ　ㄘˇ,yǒujiànyúcǐ
有教無類,有教无类,,,,,,ㄧㄡˇ ㄐㄧㄠˋ ㄨˊ ㄌㄟˋ,yǒujiào–wúlèi
有勁,有劲,,,,丨ㄡˇ　ㄐ丨ㄥˋ,yǒujìnɡ,丨ㄡˇ　ㄐ丨ㄣˋ,yǒujìn
有驚無險,有惊无险,,,,,,ㄧㄡˇ ㄐㄧㄥ ㄨˊ ㄒㄧㄢˇ,yǒujīnɡ–wúxiǎn
有看頭,有看头,,,,,,ㄧㄡˇ ㄎㄢˋ ˙ㄊㄡ,yǒukàntou
有空,有空,,,,,,丨ㄡˇ　ㄎㄨㄥˋ,yǒukònɡ
有空兒,有空儿,,★,,,,丨ㄡˇ　ㄎㄨㄥˋㄦ,yǒukònɡr
有口皆碑,有口皆碑,,,,,,ㄧㄡˇ ㄎㄡˇ ㄐㄧㄝ ㄅㄟ,yǒukǒu–jiēbēi
有口無心,有口无心,,,,,,ㄧㄡˇ ㄎㄡˇ ㄨˊ ㄒㄧㄣ,yǒukǒu–wúxīn
有虧職守,有亏职守,,,,,,ㄧㄡˇ ㄎㄨㄟ ㄓˊ ㄕㄡˇ,yǒukuī–zhíshǒu
有賴,有赖,,,,,,丨ㄡˇ　ㄌㄞˋ,yǒulài
有勞,有劳,,,,,,ㄧㄡˇ ㄌㄠˊ,yǒuláo
有禮,有礼,,,,,,丨ㄡˇ　ㄌ丨ˇ,yǒulǐ
有理,有理,,,,,,丨ㄡˇ　ㄌ丨ˇ,yǒulǐ
有理走遍天下,有理走遍天下,,,,,,ㄧㄡˇ ㄌㄧˇ ㄗㄡˇ ㄅㄧㄢˋ ㄊㄧㄢ ㄒㄧㄚˋ,yǒulǐ zǒubiàntiānxià
有力,有力,,,,,,丨ㄡˇ　ㄌ丨ˋ,yǒulì
有利,有利,,,,,,丨ㄡˇ　ㄌ丨ˋ,yǒulì
有利可圖,有利可图,,,,,,ㄧㄡˇ ㄌㄧˋ ㄎㄜˇ ㄊㄨˊ,yǒulì–kětú
有兩下子,有两下子,,,,,,丨ㄡˇ　ㄌ丨ㄤˇ　ㄒ丨ㄚˋ　˙ㄗ,yǒuliǎnɡxiàzi
有料,有料,,▲,,,,ㄧㄡˇ ㄌㄧㄠˋ,yǒuliào
有眉目,有眉目,,,,ㄧㄡˇ ㄇㄟˊ ㄇㄨˋ,yǒuméimù,ㄧㄡˇ ㄇㄟˊ ˙ㄇㄨ,yǒuméimu
有名,有名,,,,,,丨ㄡˇ　ㄇ丨ㄥˊ,yǒumínɡ
有名無實,有名无实,,,,,,ㄧㄡˇ ㄇㄧㄥˊ ㄨˊ ㄕˊ,yǒumínɡ–wúshí
有目共睹,有目共睹,,,,,,ㄧㄡˇ ㄇㄨˋ ㄍㄨㄥˋ ㄉㄨˇ,yǒumù–ɡònɡdǔ
有期徒刑,有期徒刑,,,,ㄧㄡˇ ㄑㄧˊ ㄊㄨˊ ㄒㄧㄥˊ,yǒuqí túxínɡ,ㄧㄡˇ ㄑㄧ ㄊㄨˊ ㄒㄧㄥˊ,yǒuqī túxínɡ
有起色,有起色,,,,,,ㄧㄡˇ ㄑㄧˇ ㄙㄜˋ,yǒuqǐsè
有氣無力,有气无力,,,,,,ㄧㄡˇ ㄑㄧˋ ㄨˊ ㄌㄧˋ,yǒuqì–wúlì
有錢,有钱,,,,,,丨ㄡˇ　ㄑ丨ㄢˊ,yǒuqián
有情,有情,,,,,,丨ㄡˇ　ㄑ丨ㄥˊ,yǒuqínɡ
有情人終成眷屬,有情人终成眷属,,,,,,ㄧㄡˇ ㄑㄧㄥˊ ㄖㄣˊ ㄓㄨㄥ ㄔㄥˊ ㄐㄩㄢˋ ㄕㄨˇ,yǒuqínɡrén zhōnɡ chénɡ juànshǔ
有請,有请,,,,,,丨ㄡˇ　ㄑ丨ㄥˇ,yǒuqǐnɡ
有求必應,有求必应,,,,,,ㄧㄡˇ ㄑㄧㄡˊ ㄅㄧˋ ㄧㄥˋ,yǒuqiú–bìyìnɡ
有趣,有趣,,,,,,丨ㄡˇ　ㄑㄩˋ,yǒuqù
有染,有染,,,,,,ㄧㄡˇ ㄖㄢˇ,yǒurǎn
有容乃大,有容乃大,,,,,,ㄧㄡˇ ㄖㄨㄥˊ ㄋㄞˇ ㄉㄚˋ,yǒurónɡ–nǎidà
有如,有如,,,,,,丨ㄡˇ　ㄖㄨˊ,yǒurú
有色人種,有色人种,,,,,,丨ㄡˇ　ㄙㄜˋ　ㄖㄣˊ　ㄓㄨㄥˇ,yǒusèrénzhǒnɡ
有神,有神,,,,,,ㄧㄡˇ ㄕㄣˊ,yǒushén
有生以來,有生以来,,,,,,ㄧㄡˇ ㄕㄥ ㄧˇ ㄌㄞˊ,yǒushēnɡ yǐlái
有生之年,有生之年,,,,,,ㄧㄡˇ ㄕㄥ ㄓ ㄋㄧㄢˊ,yǒushēnɡzhī nián
有聲書,有声书,,▲,,,,ㄧㄡˇ ㄕㄥ ㄕㄨ,yǒushēnɡshū
有聲有色,有声有色,,,,,,ㄧㄡˇ ㄕㄥ ㄧㄡˇ ㄙㄜˋ,yǒushēnɡ–yǒusè
有時,有时,,,,,,丨ㄡˇ　ㄕˊ,yǒushí
有識,有识,,,,丨ㄡˇ　ㄕˋ,yǒushì,丨ㄡˇ　ㄕˊ,yǒushí
有識之士,有识之士,,,,ㄧㄡˇ ㄕˋ ㄓ ㄕˋ,yǒushì zhī shì,ㄧㄡˇ ㄕˊ ㄓ ㄕˋ,yǒushí zhī shì
有始無終,有始无终,,,,,,ㄧㄡˇ ㄕˇ ㄨˊ ㄓㄨㄥ,yǒushǐ–wúzhōnɡ
有始有終,有始有终,,,,,,ㄧㄡˇ ㄕˇ ㄧㄡˇ ㄓㄨㄥ,yǒushǐ–yǒuzhōnɡ
有恃無恐,有恃无恐,,,,,,ㄧㄡˇ ㄕˋ ㄨˊ ㄎㄨㄥˇ,yǒushì–wúkǒnɡ
有數,有数,,,,,,ㄧㄡˇ ㄕㄨˋ,yǒushù
有說有笑,有说有笑,,,,,,丨ㄡˇ　ㄕㄨㄛ　丨ㄡˇ　ㄒ丨ㄠˋ,yǒushuō-yǒuxiào
有所作為,有所作为,,,,,,ㄧㄡˇ ㄙㄨㄛˇ ㄗㄨㄛˋ ㄨㄟˊ,yǒusuǒ–zuòwéi
有條不紊,有条不紊,,,,ㄧㄡˇ ㄊㄧㄠˊ ㄅㄨˊ ㄨㄣˋ,yǒutiáo–búwèn,ㄧㄡˇ ㄊㄧㄠˊ ㄅㄨˋ ㄨㄣˇ,yǒutiáo–bùwěn
有條有理,有条有理,,,,,,ㄧㄡˇ ㄊㄧㄠˊ ㄧㄡˇ ㄌㄧˇ,yǒutiáo–yǒulǐ
有頭有臉,有头有脸,,,,,,ㄧㄡˇ ㄊㄡˊ ㄧㄡˇ ㄌㄧㄢˇ,yǒutóu–yǒuliǎn
有頭有尾,有头有尾,,,,,,ㄧㄡˇ ㄊㄡˊ ㄧㄡˇ ㄨㄟˇ,yǒutóu–yǒuwěi
有望,有望,,,,,,丨ㄡˇ　ㄨㄤˋ,yǒuwànɡ
有為,有为,,,,,,ㄧㄡˇ ㄨㄟˊ,yǒuwéi
有喜,有喜,,,,,,ㄧㄡˇ ㄒㄧˇ,yǒuxǐ
有戲,有戏,,,,,,ㄧㄡˇ ㄒㄧˋ,yǒuxì
有隙可乘,有隙可乘,,,,,,丨ㄡˇ　ㄒ丨ˋ　ㄎㄜˇ　ㄔㄥˊ,yǒuxì-kěchénɡ
有限,有限,,,,,,丨ㄡˇ　ㄒ丨ㄢˋ,yǒuxiàn
有限公司,有限公司,,,,,,ㄧㄡˇ ㄒㄧㄢˋ ㄍㄨㄥ ㄙ,yǒuxiàn ɡōnɡsī
有線,有线,,,,,,丨ㄡˇ　ㄒ丨ㄢˋ,yǒuxiàn
有線電視,有线电视,,,,,,ㄧㄡˇ ㄒㄧㄢˋ ㄉㄧㄢˋ ㄕˋ,yǒuxiàn diànshì
有線電視臺,有线电视台,,,,,,ㄧㄡˇ ㄒㄧㄢˋ ㄉㄧㄢˋ ㄕˋ ㄊㄞˊ,yǒuxiàn diànshìtái
有效,有效,,,,,,ㄧㄡˇ ㄒㄧㄠˋ,yǒuxiào
有效期,有效期,,,,丨ㄡˇ　ㄒ丨ㄠˋ　ㄑ丨ˊ,yǒuxiàoqí,丨ㄡˇ　ㄒ丨ㄠˋ　ㄑ丨,yǒuxiàoqī
有心,有心,,,,,,丨ㄡˇ　ㄒ丨ㄣ,yǒuxīn
有心人,有心人,,,,,,ㄧㄡˇ ㄒㄧㄣ ㄖㄣˊ,yǒuxīnrén
有形,有形,,,,,,丨ㄡˇ　ㄒ丨ㄥˊ,yǒuxínɡ
有形损耗,有形损耗,,,,,,ㄧㄡˇ ㄒㄧㄥˊ ㄙㄨㄣˇ ㄏㄠˋ,yǒuxínɡsǔnhào
有形资产,有形资产,,,,,,ㄧㄡˇ ㄒㄧㄥˊ ㄗ ㄔㄢˇ,yǒuxínɡzīchǎn
有幸,有幸,,,,,,ㄧㄡˇ ㄒㄧㄥˋ,yǒuxìnɡ
有性生殖,有性生殖,,,,ㄧㄡˇㄒㄧㄥ‵ㄕㄥㄓ′,yǒuxìngshēngzhí,ㄧㄡˇㄒㄧㄥ‵ㄕㄥㄓ′,yǒuxìngshēngzhí
有眼不識泰山,有眼不识泰山,,,,ㄧㄡˇ ㄧㄢˇ ㄅㄨˊ ㄕˋ ㄊㄞˋ ㄕㄢ,yǒu yǎnbú shì tàishān,ㄧㄡˇ ㄧㄢˇ ㄅㄨˋ ㄕˊ ㄊㄞˋ ㄕㄢ,yǒu yǎn bùshí tàishān
有眼無珠,有眼无珠,,,,,,ㄧㄡˇ ㄧㄢˇ ㄨˊ ㄓㄨ,yǒuyǎn–wúzhū
有氧舞蹈,有氧舞蹈,,,,,,ㄧㄡˇ ㄧㄤˇ ㄨˇ ㄉㄠˇ,yǒuyǎnɡ wǔdǎo
有氧運動,有氧运动,,,,,,ㄧㄡˇ ㄧㄤˇ ㄩㄣˋ ㄉㄨㄥˋ,yǒuyǎnɡ yùndònɡ
有一手,有一手,,,,ㄧㄡˇ ㄧˋ ㄕㄡˇ,yǒuyìshǒu,ㄧㄡˇ ㄧ ㄕㄡˇ,yǒuyīshǒu
有益,有益,,,,,,丨ㄡˇ　丨ˋ,yǒuyì
有意,有意,,,,,,丨ㄡˇ　丨ˋ,yǒuyì
有意識,有意识,,,,丨ㄡˇ　丨ˋ　ㄕˋ,yǒuyìshì,丨ㄡˇ　丨ˋ　ㄕˊ,yǒuyìshí
有意思,有意思,,,,,,ㄧㄡˇ ㄧˋ ˙ㄙ,yǒuyìsi
有勇無謀,有勇无谋,,,,,,ㄧㄡˇ ㄩㄥˇ ㄨˊ ㄇㄡˊ,yǒuyǒnɡ–wúmóu
有餘,有余,,,,,,丨ㄡˇ　ㄩˊ,yǒuyú
有緣,有缘,,,,,,丨ㄡˇ　ㄩㄢˊ,yǒuyuán
有增無減,有增无减,,,,,,丨ㄡˇ　ㄗㄥ　ㄨˊ　ㄐ丨ㄢˇ,yǒuzēnɡ-wújiǎn
有朝一日,有朝一日,,,,ㄧㄡˇ ㄓㄠ ㄧˊ ㄖˋ,yǒuzhāo–yírì,ㄧㄡˇ ㄓㄠ ㄧ ㄖˋ,yǒuzhāo–yīrì
有志竟成,有志竟成,,,,,,ㄧㄡˇ ㄓˋ ㄐㄧㄥˋ ㄔㄥˊ,yǒuzhì–jìnɡchénɡ
有種,有种,,,,,,丨ㄡˇ　ㄓㄨㄥˇ,yǒuzhǒnɡ
有助,有助,,,,,,丨ㄡˇ　ㄓㄨˋ,yǒuzhù
有賺頭,有赚头,,,,,,ㄧㄡˇ ㄓㄨㄢˋ ˙ㄊㄡ,yǒuzhuàntou
有滋有味,有滋有味,,,,,,丨ㄡˇ　ㄗ　丨ㄡˇ　ㄨㄟˋ,yǒuzī-yǒuwèi
有罪推定,有罪推定,,,,,,ㄧㄡˇ ㄗㄨㄟˋ ㄊㄨㄟ ㄉㄧㄥˋ,yǒuzuìtuīdìnɡ
,酉,,,,,,ㄧㄡˇ,yǒu
,卣,,,,,,丨ㄡˇ,yǒu
,羑,,,,,,ㄧㄡˇ,yǒu
莠,莠,,,,ㄧㄡˋ,yòu,ㄧㄡˇ,yǒu
,栯,,,,,,丨ㄡˇ,yǒu
,庮,,,,,,丨ㄡˇ,yǒu
銪,铕,,,,,,ㄧㄡˇ,yǒu
,槱,,,,,,丨ㄡˇ,yǒu
牖,牖,,,,,,ㄧㄡˇ,yǒu
,黝,,,,,,ㄧㄡˇ,yǒu
,黝黯,,,,,,ㄧㄡˇ ㄢˋ,yǒu’àn
,黝黑,,,,,,ㄧㄡˇ ㄏㄟ,yǒuhēi
,懮,,,,,,丨ㄡˇ,yǒu
,懮受,,,,,,丨ㄡˇ　ㄕㄡˋ,yǒushòu
,又,,,,,,ㄧㄡˋ,yòu
又當別論,又当别论,,,,,,丨ㄡˋ　ㄉㄤ　ㄅ丨ㄝˊ　ㄌㄨㄣˋ,yòudānɡ-biélùn
又道是,又道是,,,,,,丨ㄡˋ　ㄉㄠˋ　ㄕˋ,yòudàoshì
又讀,又读,,,,,,丨ㄡˋ　ㄉㄨˊ,yòudú
,又及,,,,,,丨ㄡˋ　ㄐ丨ˊ,yòují
又弱一個,又弱一个,,,,丨ㄡˋ　ㄖㄨㄛˋ　丨ˊ　˙ㄍㄜ,yòuruò yíɡe,丨ㄡˋ　ㄖㄨㄛˋ　丨　˙ㄍㄜ,yòuruòyīɡe
,右,,,,,,ㄧㄡˋ,yòu
右邊,右边,,,,,,丨ㄡˋ　ㄅ丨ㄢ,yòubiān
右側,右侧,,,,,,丨ㄡˋ　ㄘㄜˋ,yòucè
右黨,右党,,,,,,ㄧㄡˋ ㄉㄤˇ,yòudǎnɡ
,右端,,,,,,丨ㄡˋ　ㄉㄨㄢ,yòuduān
,右方,,,,,,丨ㄡˋ　ㄈㄤ,yòufānɡ
,右行,1,,,,,丨ㄡˋ　ㄏㄤˊ,yòuhánɡ
,右面,,,,,,丨ㄡˋ　ㄇ丨ㄢˋ,yòumiàn
,右派,,,,,,丨ㄡˋ　ㄆㄞˋ,yòupài
右傾,右倾,,,,,,丨ㄡˋ　ㄑ丨ㄥ,yòuqīnɡ
,右券,,,,,,丨ㄡˋ　ㄑㄩㄢˋ,yòuquàn
右衽,右衽,,,,,,丨ㄡˋ　ㄖㄣˋ,yòurèn
,右手,,,,,,丨ㄡˋ　ㄕㄡˇ,yòushǒu
,右首,,★,,,,丨ㄡˋ　ㄕㄡˇ,yòushǒu
,右行,,,,,,丨ㄡˋ　ㄒ丨ㄥˊ,yòuxínɡ
右翼,右翼,,,,,,丨ㄡˋ　丨ˋ,yòuyì
右翼分子,右翼分子,,,,,,丨ㄡˋ　丨ˋ　ㄈㄣˋ　ㄗˇ,yòuyìfènzǐ
,幼,,,,,,ㄧㄡˋ,yòu
幼齒,幼齿,,▲,,,,ㄧㄡˋ ㄔˇ,yòuchǐ
幼蟲,幼虫,,,,,,ㄧㄡˋ ㄔㄨㄥˊ,yòuchónɡ
幼兒,幼儿,,,,,,ㄧㄡˋ ㄦˊ,yòu’ér
幼兒教育,幼儿教育,,★,,,,ㄧㄡˋ ㄦˊ ㄐㄧㄠˋ ㄩˋ,yòu’ér jiàoyù
幼兒園,幼儿园,,★,,,,ㄧㄡˋ ㄦˊ ㄩㄢˊ,yòu’éryuán
,幼教,,,,,,ㄧㄡˋ ㄐㄧㄠˋ,yòujiào
幼苗,幼苗,,,,,,ㄧㄡˋ ㄇㄧㄠˊ,yòumiáo
,幼年,,,,,,丨ㄡˋ　ㄋ丨ㄢˊ,yòunián
,幼童,,,,,,丨ㄡˋ　ㄊㄨㄥˊ,yòutónɡ
,幼小,,,,,,丨ㄡˋ　ㄒ丨ㄠˇ,yòuxiǎo
幼幼班,幼幼班,,▲,,,,丨ㄡˋ　丨ㄡˋ　ㄅㄢ,yòuyòubān
,幼稚,,,,,,ㄧㄡˋ ㄓˋ,yòuzhì
幼稚教育,幼稚教育,,▲,,,,ㄧㄡˋ ㄓˋ ㄐㄧㄠˋ ㄩˋ,yòuzhì jiàoyù
幼稚園,幼稚园,,▲,,,,ㄧㄡˋ ㄓˋ ㄩㄢˊ,yòuzhìyuán
有,有,,,,,,ㄧㄡˋ,yòu
,扰,,,,,,丨ㄡˋ,yòu
,佑,,,,,,ㄧㄡˋ,yòu
,佑助,,,,丨ㄡˋ　ㄓㄨˋ,yòuzhù,丨ㄡˋ　ㄓㄨˋ,yòuzhù
侑,侑,,,,,,丨ㄡˋ,yòu
,狖,,,,,,丨ㄡˋ,yòu
,柚,,,,,,ㄧㄡˋ,yòu
,柚子,,,,,,ㄧㄡˋ ˙ㄗ,yòuzi
囿,囿,,,,,,ㄧㄡˋ,yòu
宥,宥,,,,,,ㄧㄡˋ,yòu
,祐,,,,,,ㄧㄡˋ,yòu
誘,诱,,,,,,ㄧㄡˋ,yòu
诱变,诱变,,,,,,ㄧㄡˋ ㄅㄧㄢˋ,yòubiàn
誘捕,诱捕,,,,,,ㄧㄡˋ ㄅㄨˇ,yòubǔ
誘彈,诱弹,,★,,,,ㄧㄡˋ ㄉㄢˋ,yòudàn
誘導,诱导,,,,,,ㄧㄡˋ ㄉㄠˇ,yòudǎo
誘敵,诱敌,,,,,,ㄧㄡˋ ㄉㄧˊ,yòudí
誘餌,诱饵,,,,,,ㄧㄡˋ ㄦˇ,yòu’ěr
誘餌炸彈,诱饵炸弹,,★,,,,ㄧㄡˋ ㄦˇ ㄓㄚˋ ㄉㄢˋ,yòu’ěrzhàdàn
誘發,诱发,,,,,,ㄧㄡˋ ㄈㄚ,yòufā
诱供,诱供,,,,,,ㄧㄡˋ ㄍㄨㄥˋ,yòuɡònɡ
誘拐,诱拐,,,,,,ㄧㄡˋ ㄍㄨㄞˇ,yòuɡuǎi
誘惑,诱惑,,,,,,ㄧㄡˋ ㄏㄨㄛˋ,yòuhuò
誘姦,诱奸,,,,,,ㄧㄡˋ ㄐㄧㄢ,yòujiān
誘空,诱空,,,,,,ㄧㄡˋㄎㄨㄥ,yòukōnɡ
誘騙,诱骗,,,,,,ㄧㄡˋ ㄆㄧㄢˋ,yòupiàn
诱迫,诱迫,,,,,,ㄧㄡˋ ㄆㄛˋ,yòupò
誘人,诱人,,,,,,ㄧㄡˋ ㄖㄣˊ,yòurén
誘殺,诱杀,,,,,,ㄧㄡˋ ㄕㄚ,yòushā
誘使,诱使,,,,,,ㄧㄡˋ ㄕˇ,yòushǐ
誘降,诱降,,,,,,ㄧㄡˋ ㄒㄧㄤˊ,yòuxiánɡ
誘因,诱因,,,,,,ㄧㄡˋ ㄧㄣ,yòuyīn
诱引,诱引,,,,,,ㄧㄡˋ ㄧㄣˇ,yòuyǐn
诱致,诱致,,,,,,ㄧㄡˋ ㄓˋ,yòuzhì
,蚴,,,,丨ㄡˇ,yǒu,ㄧㄡˋ,yòu
釉,釉,,,,,,ㄧㄡˋ,yòu
釉質,釉质,,,,,,ㄧㄡˋ ㄓˋ,yòuzhì
